D s LL
0.01 0 -176.078420892433
0.02 0 -177.690678611024
0.05 0 -178.981488055984
0.01 0.01 -161.422237330879
0.02 0.01 -159.750623232128
0.05 0.01 -158.060072998154
0.01 0.02 -208.958992061966
0.02 0.02 -128.084655127084
0.05 0.02 -116.517806842127
0.01 0.03 -326.226617614161
0.02 0.03 -349.797773132289
0.05 0.03 -327.230287549073
0.01 0.04 -461.996707383315
0.02 0.04 -505.910220375652
0.05 0.04 -502.425312813564
0.01 0.05 -599.491223382802
0.02 0.05 -622.0952128695
0.05 0.05 -638.819287306305
0.01 0.06 -688.12205754759
0.02 0.06 -807.215467720321
0.05 0.06 -877.333471068864
0.01 0.07 -802.532231736022
0.02 0.07 -937.48616485512
0.05 0.07 -1072.15680646673
0.01 0.08 -909.821733669844
0.02 0.08 -1056.98857577687
0.05 0.08 -1212.01434858275
0.01 0.09 -979.393127076083
0.02 0.09 -1148.81472736374
0.05 0.09 -1275.81843024265
0.01 0.1 -1055.19199340211
0.02 0.1 -1230.23826940382
0.05 0.1 -1325.21571967367
