D s LL
0.01 0 -45.5137643738276
0.02 0 -45.4528843742149
0.05 0 -45.487110784346
0.01 0.01 -42.3661425322531
0.02 0.01 -42.9703279057128
0.05 0.01 -45.1611286627154
0.01 0.02 -37.1616153404672
0.02 0.02 -37.3358164614129
0.05 0.02 -39.7216342533823
0.01 0.03 -32.5430268985632
0.02 0.03 -31.9112461214452
0.05 0.03 -33.2942347071012
0.01 0.04 -38.6131780475251
0.02 0.04 -28.9854228816824
0.05 0.04 -27.7197834309931
0.01 0.05 -107.404776164736
0.02 0.05 -62.7966519476336
0.05 0.05 -28.6071504358236
0.01 0.06 -203.329611588553
0.02 0.06 -173.016920099238
0.05 0.06 -93.0404296154709
0.01 0.07 -237.332228969516
0.02 0.07 -239.41506561074
0.05 0.07 -201.739267292408
0.01 0.08 -274.788217025593
0.02 0.08 -283.306777060976
0.05 0.08 -282.881497374055
0.01 0.09 -288.844756322722
0.02 0.09 -302.726350810501
0.05 0.09 -328.163780640924
0.01 0.1 -295.016466802625
0.02 0.1 -326.071298086595
0.05 0.1 -341.463407100226
