D s LL
0.01 0 -256.583034405246
0.02 0 -256.583034405246
0.05 0 -256.583034405246
0.01 0.01 -256.583034405246
0.02 0.01 -256.583034405246
0.05 0.01 -256.583034405246
0.01 0.02 -256.583034405246
0.02 0.02 -256.583034405246
0.05 0.02 -256.583034405246
0.01 0.03 -256.583034405246
0.02 0.03 -256.583034405246
0.05 0.03 -256.583034405246
0.01 0.04 -256.58229039036
0.02 0.04 -256.583034405246
0.05 0.04 -256.583034405246
0.01 0.05 -256.574490600873
0.02 0.05 -256.583034405246
0.05 0.05 -256.583034405246
0.01 0.06 -256.567413697371
0.02 0.06 -256.583034405246
0.05 0.06 -256.583034405246
0.01 0.07 -256.561077885221
0.02 0.07 -256.583034405246
0.05 0.07 -256.583034405246
0.01 0.08 -256.55550185879
0.02 0.08 -256.580587771838
0.05 0.08 -256.583034405246
0.01 0.09 -256.550704814981
0.02 0.09 -256.572891574126
0.05 0.09 -256.583034405246
0.01 0.1 -256.546706467137
0.02 0.1 -256.565920958371
0.05 0.1 -256.583034405246
