D s LL
0.01 0 -24.260311818113
0.02 0 -24.260311818113
0.05 0 -24.260311818113
0.01 0.01 -24.260311818113
0.02 0.01 -24.260311818113
0.05 0.01 -24.260311818113
0.01 0.02 -24.260311818113
0.02 0.02 -24.260311818113
0.05 0.02 -24.0467901833407
0.01 0.03 -24.260311818113
0.02 0.03 -24.260311818113
0.05 0.03 -23.5838798935162
0.01 0.04 -24.260311818113
0.02 0.04 -24.0136456683229
0.05 0.04 -23.061524916325
0.01 0.05 -24.260311818113
0.02 0.05 -23.6707439674342
0.05 0.05 -22.1780164956774
0.01 0.06 -24.260311818113
0.02 0.06 -23.335831284457
0.05 0.06 -21.323035670405
0.01 0.07 -24.0986247301484
0.02 0.07 -23.0124924171099
0.05 0.07 -20.509660960453
0.01 0.08 -23.7547214991233
0.02 0.08 -22.584058917419
0.05 0.08 -19.7571842238171
0.01 0.09 -23.4183900081454
0.02 0.09 -21.814213693756
0.05 0.09 -19.0941039209765
0.01 0.1 -23.0929857694741
0.02 0.1 -21.0166183592521
0.05 0.1 -18.5527206932092
